#topo1 (bicolor,((card,sierranlew),northernlew));
0	1920	0
0	1920	0
320	1600	0
1920	0	0
990	288	642
0	1920	0
0	1920	0
1920	0	0
1680	0	240
0	1920	0
0	1920	0
224	1216	480
1875	45	0
0	0	1920
0	45	1875
0	0	1920
0	0	1920
480	288	1152
480	0	1440
128	64	1728
48	1424	448
210	0	1710
0	0	1920
128	1792	0
128	0	1792
1920	0	0
1440	480	0
640	0	1280
1920	0	0
440	1280	200
1920	0	0
1740	0	180
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	1920	0
0	0	1920
0	1920	0
0	0	1920
0	0	1920
1920	0	0
0	0	1920
0	0	1920
0	124	1796
0	0	1920
0	1620	300
12	1896	12
0	0	1920
1920	0	0
15	510	1395
1920	0	0
60	1860	0
1664	0	256
0	0	1920
1920	0	0
0	0	1920
586	313	1021
0	0	1920
840	1080	0
1920	0	0
0	1920	0
1176	84	660
0	0	1920
0	1920	0
1920	0	0
0	0	1920
0	0	1920
0	1920	0
0	1920	0
0	124	1796
0	0	1920
0	1920	0
1344	512	64
0	1860	60
0	0	1920
1860	0	60
0	0	1920
0	1920	0
0	1920	0
0	960	960
0	1920	0
0	1920	0
0	0	1920
1920	0	0
0	0	1920
21	13	1886
1792	0	128
0	0	1920
0	0	1920
0	1920	0
1920	0	0
0	0	1920
1830	90	0
0	1920	0
0	1920	0
1920	0	0
0	0	1920
0	0	1920
780	0	1140
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
60	0	1860
156	1508	256
0	0	1920
0	0	1920
0	1920	0
0	0	1920
1860	0	60
1920	0	0
512	1408	0
0	1860	60
1920	0	0
0	0	1920
0	0	1920
120	0	1800
1395	45	480
0	1860	60
0	0	1920
480	0	1440
0	0	1920
1035	405	480
0	0	1920
0	0	1920
0	0	1920
0	1920	0
0	0	1920
1920	0	0
1920	0	0
0	0	1920
1920	0	0
1920	0	0
1440	0	480
0	0	1920
1920	0	0
1920	0	0
0	0	1920
0	480	1440
0	0	1920
1920	0	0
200	1300	420
513	12	1395
150	0	1770
12	0	1908
1920	0	0
330	1524	66
1122	36	762
896	0	1024
960	0	960
1920	0	0
0	0	1920
256	1664	0
0	0	1920
1620	0	300
427	121	1372
0	0	1920
1248	396	276
0	1920	0
1860	30	30
0	0	1920
120	1350	450
1920	0	0
0	0	1920
1408	256	256
0	1920	0
292	340	1288
1024	0	896
87	1734	99
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
1920	0	0
0	1440	480
420	0	1500
0	1920	0
630	810	480
0	0	1920
1920	0	0
0	0	1920
0	1920	0
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	44	1876
225	240	1455
0	0	1920
0	1920	0
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
896	1024	0
1830	0	90
1920	0	0
0	0	1920
0	0	1920
0	1920	0
96	608	1216
1920	0	0
60	0	1860
0	0	1920
0	0	1920
0	0	1920
1800	120	0
0	0	1920
1920	0	0
1920	0	0
1920	0	0
0	0	1920
1920	0	0
0	1280	640
0	0	1920
0	1280	640
230	782	908
1920	0	0
960	960	0
0	0	1920
0	0	1920
1323	387	210
0	0	1920
0	480	1440
0	0	1920
1920	0	0
0	0	1920
0	0	1920
960	0	960
0	0	1920
1350	90	480
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	1920	0
0	0	1920
0	0	1920
0	1395	525
0	0	1920
0	0	1920
0	1920	0
1152	128	640
1920	0	0
0	0	1920
0	0	1920
540	0	1380
1641	222	57
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	1920	0
1033	259	628
0	0	1920
0	1088	832
0	0	1920
0	1920	0
0	0	1920
0	0	1920
0	0	1920
1740	56	124
0	104	1816
0	0	1920
0	0	1920
0	0	1920
0	1536	384
1920	0	0
256	384	1280
0	0	1920
0	20	1900
232	0	1688
1920	0	0
465	15	1440
1488	384	48
0	0	1920
256	0	1664
0	480	1440
0	1920	0
0	0	1920
1408	0	512
1920	0	0
1920	0	0
1920	0	0
1920	0	0
0	0	1920
0	0	1920
0	1920	0
0	1920	0
0	1920	0
1920	0	0
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	1920	0
128	0	1792
0	0	1920
0	0	1920
540	0	1380
570	48	1302
960	320	640
384	1152	384
1050	390	480
1040	220	660
512	0	1408
254	1666	0
480	1440	0
120	15	1785
0	0	1920
0	0	1920
0	1920	0
0	1920	0
0	0	1920
0	0	1920
1920	0	0
0	0	1920
0	0	1920
1920	0	0
768	672	480
0	1920	0
0	0	1920
0	0	1920
868	92	960
256	1664	0
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
1920	0	0
0	0	1920
0	1920	0
0	0	1920
128	1344	448
0	0	1920
0	1860	60
120	0	1800
0	0	1920
0	1920	0
0	1440	480
0	0	1920
1920	0	0
1920	0	0
1920	0	0
0	1920	0
1920	0	0
0	0	1920
0	0	1920
0	256	1664
44	1448	428
0	0	1920
0	0	1920
1920	0	0
0	0	1920
0	0	1920
0	0	1920
0	480	1440
0	0	1920
0	1920	0
450	360	1110
1920	0	0
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
1920	0	0
0	0	1920
1920	0	0
1920	0	0
1920	0	0
0	0	1920
0	1344	576
1920	0	0
1920	0	0
0	0	1920
0	0	1920
0	1920	0
0	0	1920
0	0	1920
1920	0	0
0	1920	0
0	1920	0
0	1080	840
1785	0	135
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	1920	0
0	0	1920
0	0	1920
0	0	1920
0	0	1920
352	384	1184
712	928	280
0	0	1920
0	0	1920
1920	0	0
0	0	1920
1920	0	0
0	1920	0
0	0	1920
1440	480	0
0	0	1920
480	1440	0
1920	0	0
0	0	1920
0	0	1920
1664	0	256
0	0	1920
0	1035	885
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
1920	0	0
0	0	1920
0	0	1920
960	0	960
0	384	1536
0	0	1920
384	1536	0
0	0	1920
0	640	1280
0	960	960
0	0	1920
1920	0	0
0	0	1920
1680	0	240
912	896	112
0	1024	896
1920	0	0
0	0	1920
1920	0	0
1920	0	0
1860	60	0
0	0	1920
0	0	1920
0	0	1920
0	1920	0
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	1440	480
0	0	1920
1860	0	60
0	0	1920
0	1664	256
0	0	1920
0	0	1920
0	0	1920
1560	0	360
0	720	1200
1920	0	0
0	0	1920
0	1280	640
0	0	1920
0	0	1920
597	576	747
0	0	1920
0	0	1920
0	0	1920
48	1392	480
0	0	1920
400	886	634
0	0	1920
0	0	1920
1920	0	0
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
1920	0	0
0	0	1920
0	0	1920
0	1920	0
20	532	1368
0	256	1664
780	180	960
0	1920	0
950	720	250
480	0	1440
0	0	1920
1920	0	0
0	0	1920
0	1920	0
0	1440	480
0	0	1920
1920	0	0
0	1920	0
270	810	840
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
1920	0	0
1920	0	0
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	960	960
896	128	896
0	0	1920
0	0	1920
0	0	1920
0	0	1920
1920	0	0
0	0	1920
0	1920	0
0	0	1920
1320	0	600
0	0	1920
0	0	1920
0	0	1920
1920	0	0
0	0	1920
256	0	1664
960	0	960
0	1920	0
0	0	1920
0	0	1920
0	0	1920
1560	0	360
0	0	1920
0	0	1920
0	0	1920
16	604	1300
0	0	1920
1920	0	0
0	60	1860
0	0	1920
0	0	1920
0	0	1920
0	0	1920
1920	0	0
1920	0	0
0	0	1920
0	0	1920
1276	0	644
0	1920	0
1920	0	0
1920	0	0
0	0	1920
0	0	1920
1920	0	0
0	1920	0
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	1920	0
0	0	1920
960	0	960
0	1920	0
128	1664	128
0	60	1860
0	1920	0
0	0	1920
1920	0	0
1920	0	0
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	960	960
0	0	1920
1920	0	0
0	60	1860
1920	0	0
0	0	1920
0	1920	0
0	0	1920
0	0	1920
0	180	1740
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
180	0	1740
1920	0	0
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	960	960
0	0	1920
0	0	1920
0	0	1920
0	1920	0
0	0	1920
0	0	1920
1920	0	0
0	0	1920
0	0	1920
0	0	1920
0	1920	0
0	0	1920
0	0	1920
0	1920	0
0	252	1668
0	0	1920
0	0	1920
1920	0	0
0	1792	128
0	0	1920
1920	0	0
0	512	1408
0	0	1920
1080	728	112
0	0	1920
0	1920	0
1792	0	128
1920	0	0
0	0	1920
128	0	1792
0	0	1920
0	1920	0
0	1920	0
1152	0	768
0	1920	0
0	1920	0
0	0	1920
1920	0	0
960	960	0
0	0	1920
0	0	1920
1920	0	0
0	1440	480
0	0	1920
0	0	1920
1920	0	0
0	1920	0
0	0	1920
1920	0	0
1920	0	0
0	0	1920
1792	0	128
1920	0	0
0	0	1920
0	0	1920
1620	0	300
60	0	1860
0	0	1920
0	1920	0
1920	0	0
1110	30	780
1920	0	0
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
984	676	260
0	0	1920
0	0	1920
0	1920	0
0	1920	0
512	352	1056
1920	0	0
1920	0	0
1920	0	0
1920	0	0
0	0	1920
1024	896	0
0	0	1920
0	0	1920
1408	128	384
960	0	960
150	330	1440
1323	75	522
0	0	1920
0	0	1920
112	0	1808
645	448	827
1103	598	219
0	0	1920
512	1056	352
0	480	1440
0	0	1920
0	0	1920
1920	0	0
1920	0	0
0	0	1920
0	1024	896
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
105	0	1815
1920	0	0
1053	366	501
960	0	960
180	888	852
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	1152	768
1920	0	0
0	0	1920
1152	0	768
1860	45	15
1920	0	0
0	0	1920
1920	0	0
0	0	1920
1920	0	0
1920	0	0
0	1920	0
1920	0	0
30	210	1680
420	1500	0
0	0	1920
1920	0	0
0	0	1920
0	0	1920
0	0	1920
1440	0	480
320	819	781
0	768	1152
1696	0	224
180	1170	570
1536	384	0
1504	256	160
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
1920	0	0
1920	0	0
1920	0	0
1440	0	480
1920	0	0
0	0	1920
1920	0	0
1680	0	240
1920	0	0
0	0	1920
1440	450	30
0	0	1920
0	0	1920
0	0	1920
1696	0	224
0	0	1920
0	0	1920
0	0	1920
0	0	1920
1920	0	0
0	1920	0
0	1504	416
0	960	960
832	128	960
0	0	1920
0	132	1788
117	1616	187
0	0	1920
16	572	1332
0	16	1904
1920	0	0
0	1920	0
0	0	1920
1920	0	0
1920	0	0
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
270	1170	480
0	0	1920
0	1920	0
0	0	1920
43	333	1544
0	0	1920
0	0	1920
0	0	1920
0	1920	0
0	0	1920
0	1920	0
0	1920	0
0	640	1280
0	0	1920
0	0	1920
0	0	1920
0	1920	0
0	0	1920
120	0	1800
0	1920	0
1800	120	0
0	0	1920
1056	0	864
0	0	1920
1920	0	0
0	1920	0
0	0	1920
0	1920	0
0	0	1920
0	1440	480
0	1440	480
36	0	1884
0	24	1896
0	0	1920
0	1920	0
0	0	1920
0	0	1920
0	0	1920
896	0	1024
0	0	1920
1000	0	920
480	45	1395
1920	0	0
256	0	1664
0	0	1920
1920	0	0
1920	0	0
0	1920	0
0	0	1920
0	0	1920
1260	660	0
334	820	766
1800	120	0
0	1664	256
0	0	1920
0	0	1920
0	1920	0
1920	0	0
0	0	1920
1920	0	0
0	0	1920
1740	30	150
0	1920	0
840	0	1080
0	1920	0
0	0	1920
0	1860	60
60	1280	580
0	0	1920
1740	0	180
60	90	1770
0	1920	0
1600	320	0
240	420	1260
1860	45	15
0	0	1920
0	0	1920
1920	0	0
1920	0	0
0	480	1440
1350	270	300
1890	0	30
0	0	1920
128	0	1792
0	1920	0
0	0	1920
0	1920	0
0	0	1920
0	0	1920
0	0	1920
60	0	1860
0	0	1920
0	0	1920
0	1920	0
0	0	1920
0	0	1920
128	0	1792
0	0	1920
1080	0	840
1920	0	0
1920	0	0
0	0	1920
224	1440	256
0	0	1920
0	0	1920
0	0	1920
1440	0	480
1080	840	0
0	0	1920
0	1920	0
0	0	1920
0	0	1920
1920	0	0
1800	120	0
128	0	1792
1395	45	480
1488	432	0
112	784	1024
60	465	1395
0	1920	0
0	0	1920
0	0	1920
768	1020	132
0	0	1920
1620	0	300
0	1920	0
180	0	1740
0	0	1920
1280	0	640
20	544	1356
0	0	1920
1920	0	0
1792	0	128
0	0	1920
0	0	1920
0	1920	0
0	1920	0
0	0	1920
0	1440	480
0	0	1920
1920	0	0
1920	0	0
108	532	1280
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
512	1056	352
116	4	1800
1440	0	480
0	480	1440
192	451	1277
960	960	0
630	20	1270
0	0	1920
585	1050	285
0	0	1920
0	1920	0
0	1920	0
0	0	1920
0	0	1920
180	1620	120
0	0	1920
1920	0	0
480	63	1377
1920	0	0
352	1568	0
0	0	1920
0	0	1920
256	0	1664
0	0	1920
0	0	1920
0	1440	480
1440	0	480
1920	0	0
771	637	512
60	60	1800
919	535	466
0	0	1920
0	0	1920
1920	0	0
0	480	1440
0	0	1920
0	0	1920
0	0	1920
1920	0	0
1280	0	640
435	1218	267
576	0	1344
0	368	1552
112	728	1080
582	1050	288
1600	128	192
0	0	1920
1920	0	0
0	1920	0
0	0	1920
200	1648	72
0	1920	0
1024	0	896
0	0	1920
1920	0	0
128	0	1792
0	0	1920
1440	480	0
0	480	1440
0	0	1920
1920	0	0
0	0	1920
0	0	1920
1566	9	345
116	8	1796
0	1920	0
0	1920	0
0	0	1920
0	1920	0
0	1920	0
1920	0	0
0	0	1920
0	0	1920
300	0	1620
0	0	1920
0	0	1920
0	1920	0
1920	0	0
0	0	1920
1920	0	0
556	1144	220
0	280	1640
420	1500	0
0	0	1920
0	0	1920
1920	0	0
44	116	1760
124	4	1792
1792	96	32
896	0	1024
944	818	158
128	1792	0
1260	204	456
1044	232	644
213	146	1561
100	0	1820
104	196	1620
687	646	587
688	80	1152
1920	0	0
905	591	424
448	713	759
128	1056	736
60	1200	660
0	1500	420
1920	0	0
25	273	1622
24	512	1384
1371	503	46
600	330	990
0	928	992
0	1920	0
1920	0	0
1920	0	0
0	0	1920
1536	384	0
32	0	1888
340	680	900
1920	0	0
1664	0	256
0	0	1920
0	0	1920
0	0	1920
0	0	1920
45	45	1830
756	0	1164
4	124	1792
1664	0	256
256	0	1664
512	0	1408
78	114	1728
96	1824	0
44	1876	0
115	1525	280
104	140	1676
89	421	1410
1072	705	143
0	0	1920
0	0	1920
124	640	1156
1920	0	0
1920	0	0
64	1856	0
1920	0	0
128	1792	0
1920	0	0
0	1920	0
384	1464	72
310	793	817
1591	275	54
1740	0	180
514	809	597
180	945	795
0	180	1740
525	45	1350
0	960	960
0	0	1920
630	330	960
540	16	1364
582	1298	40
651	720	549
800	210	910
0	0	1920
217	269	1434
1379	207	334
60	312	1548
1440	348	132
399	992	529
0	0	1920
0	0	1920
0	30	1890
60	1860	0
1920	0	0
1536	384	0
0	1920	0
1920	0	0
46	422	1452
0	60	1860
0	120	1800
591	855	474
0	1920	0
0	8	1912
0	1920	0
1440	0	480
360	1520	40
1920	0	0
56	1864	0
27	442	1451
386	383	1151
149	702	1069
110	1350	460
0	0	1920
12	0	1908
1170	404	346
239	221	1460
90	870	960
601	589	730
1196	0	724
465	707	748
0	0	1920
200	192	1528
1503	130	287
528	120	1272
759	285	876
1452	120	348
1824	0	96
0	0	1920
480	960	480
465	559	896
0	960	960
870	142	908
544	864	512
1512	389	19
0	1920	0
292	1596	32
1536	384	0
80	1380	460
4	432	1484
529	658	733
128	0	1792
1116	434	370
1608	196	116
651	729	540
102	1034	784
128	896	896
490	869	561
812	0	1108
1920	0	0
1568	256	96
128	1664	128
553	767	600
506	17	1397
720	1152	48
768	1152	0
1273	288	359
725	510	685
1413	118	389
128	1152	640
1423	152	345
0	0	1920
0	0	1920
159	1191	570
201	1030	689
1408	0	512
1920	0	0
128	1792	0
512	630	778
1536	0	384
0	480	1440
1920	0	0
320	640	960
128	264	1528
1565	211	144
1536	96	288
124	1664	132
0	0	1920
172	168	1580
0	512	1408
389	411	1120
768	768	384
489	173	1258
992	192	736
608	500	812
172	396	1352
496	912	512
288	840	792
0	0	1920
1440	0	480
1440	0	480
512	0	1408
720	120	1080
480	960	480
1920	0	0
16	1048	856
0	0	1920
0	896	1024
1440	456	24
0	1920	0
0	128	1792
896	1024	0
1440	0	480
640	672	608
0	0	1920
1920	0	0
0	0	1920
60	0	1860
668	138	1114
1440	0	480
1920	0	0
240	960	720
576	1344	0
675	585	660
274	424	1222
1920	0	0
768	0	1152
0	1920	0
360	1035	525
960	0	960
1920	0	0
0	1920	0
0	480	1440
0	1920	0
1920	0	0
0	1920	0
52	0	1868
1920	0	0
1740	180	0
24	1896	0
0	0	1920
1215	225	480
0	720	1200
1920	0	0
1920	0	0
1920	0	0
246	1308	366
0	0	1920
900	0	1020
1920	0	0
32	300	1588
0	1920	0
0	1920	0
88	268	1564
1500	4	416
1251	291	378
448	512	960
102	1664	154
224	692	1004
0	1920	0
960	60	900
480	0	1440
0	0	1920
1920	0	0
384	0	1536
0	1860	60
429	416	1075
3	39	1878
0	0	1920
1530	18	372
0	0	1920
0	0	1920
0	1920	0
1200	660	60
0	384	1536
1320	0	600
1920	0	0
256	311	1353
1260	660	0
0	0	1920
1920	0	0
0	0	1920
0	0	1920
0	0	1920
0	0	1920
1664	256	0
1664	256	0
0	8	1912
1408	0	512
900	1020	0
0	0	1920
0	0	1920
1140	780	0
0	1920	0
0	1920	0
0	0	1920
12	44	1864
456	24	1440
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	1440	480
1920	0	0
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
1920	0	0
0	0	1920
0	0	1920
0	60	1860
0	0	1920
0	1920	0
0	1920	0
0	1920	0
0	0	1920
0	0	1920
0	0	1920
1920	0	0
0	1920	0
1920	0	0
0	0	1920
1920	0	0
0	0	1920
0	0	1920
0	0	1920
0	0	1920
1920	0	0
1920	0	0
0	840	1080
120	0	1800
0	0	1920
900	780	240
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
960	0	960
0	0	1920
0	0	1920
0	0	1920
0	0	1920
1476	100	344
555	776	589
0	0	1920
0	0	1920
0	0	1920
480	0	1440
1020	0	900
0	0	1920
0	0	1920
0	0	1920
0	0	1920
1030	475	415
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
540	1065	315
0	0	1920
0	0	1920
1920	0	0
0	0	1920
0	0	1920
0	480	1440
1474	16	430
1404	412	104
1920	0	0
0	1920	0
1220	24	676
1920	0	0
0	0	1920
0	0	1920
0	0	1920
1920	0	0
0	0	1920
0	0	1920
0	0	1920
0	1920	0
1920	0	0
0	1920	0
576	288	1056
0	0	1920
0	1920	0
1875	14	31
0	1920	0
0	1920	0
0	0	1920
1408	384	128
0	1920	0
1860	0	60
0	0	1920
0	0	1920
0	0	1920
1920	0	0
0	0	1920
204	700	1016
1860	0	60
1792	0	128
0	0	1920
0	0	1920
0	0	1920
204	1660	56
0	0	1920
888	288	744
204	912	804
108	432	1380
1920	0	0
512	416	992
1472	0	448
1920	0	0
990	0	930
1920	0	0
0	0	1920
0	0	1920
1920	0	0
0	0	1920
128	1792	0
0	0	1920
0	0	1920
1664	0	256
0	0	1920
0	0	1920
1560	360	0
0	0	1920
0	0	1920
0	0	1920
384	0	1536
960	896	64
0	0	1920
0	0	1920
0	1860	60
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
1920	0	0
0	0	1920
0	1920	0
240	960	720
0	0	1920
435	480	1005
0	1920	0
780	780	360
0	0	1920
0	0	1920
0	0	1920
0	0	1920
1920	0	0
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
1920	0	0
960	0	960
56	364	1500
0	0	1920
0	0	1920
0	1920	0
0	0	1920
0	0	1920
128	0	1792
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	1920	0
0	1920	0
1920	0	0
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	0	1920
0	128	1792
0	0	1920
1920	0	0
0	60	1860
0	1920	0
1920	0	0
0	0	1920
768	640	512
0	0	1920
1596	234	90
1920	0	0
1920	0	0
750	612	558
986	368	566
555	708	657
1665	136	119
960	0	960
1547	157	216
1215	264	441
1800	120	0
0	0	1920
22	1339	559
140	160	1620
0	0	1920
0	0	1920
0	0	1920
0	256	1664
0	0	1920
0	0	1920
0	0	1920
1920	0	0
0	1920	0
36	3	1881
480	0	1440
0	1440	480
540	0	1380
0	0	1920
0	0	1920
0	1440	480
0	1920	0
0	0	1920
960	0	960
113	1581	226
1920	0	0
480	1002	438
0	0	1920
0	0	1920
1890	0	30
0	1920	0
540	588	792
0	0	1920
540	0	1380
0	1920	0
0	0	1920
0	0	1920
0	0	1920
1920	0	0
1408	0	512
646	706	568
0	0	1920
0	0	1920
0	0	1920
0	0	1920
1920	0	0
0	0	1920
0	0	1920
120	1260	540
1920	0	0
0	0	1920
640	310	970
580	430	910
0	1612	308
6	1728	186
423	624	873
70	490	1360
484	1432	4
1920	0	0
300	1620	0
0	0	1920
0	1920	0
0	0	1920
256	1664	0
200	440	1280
32	6	1882
0	0	1920
0	0	1920
114	168	1638
915	451	554
120	1350	450
480	1440	0
